countryName,countryCode,iso3Code,year,unemployedTotal
"Nanggroe Aceh Darussalam, Prop.",,,2020,
"Nanggroe Aceh Darussalam, Prop.",,,2019,
"Nanggroe Aceh Darussalam, Prop.",,,2018,151164
"Nanggroe Aceh Darussalam, Prop.",,,2017,150265
"Nanggroe Aceh Darussalam, Prop.",,,2016,170898
"Nanggroe Aceh Darussalam, Prop.",,,2015,216806
"Nanggroe Aceh Darussalam, Prop.",,,2014,191489
"Nanggroe Aceh Darussalam, Prop.",,,2013,207405
"Nanggroe Aceh Darussalam, Prop.",,,2012,178448
"Nanggroe Aceh Darussalam, Prop.",,,2011,148786
"Nanggroe Aceh Darussalam, Prop.",,,2010,162265
"Nanggroe Aceh Darussalam, Prop.",,,2009,165361
"Nanggroe Aceh Darussalam, Prop.",,,2008,171412
"Nanggroe Aceh Darussalam, Prop.",,,2007,171424
"Nanggroe Aceh Darussalam, Prop.",,,2006,189169
"Nanggroe Aceh Darussalam, Prop.",,,2005,237061
"Nanggroe Aceh Darussalam, Prop.",,,2004,156960
"Nanggroe Aceh Darussalam, Prop.",,,2003,155566
"Nanggroe Aceh Darussalam, Prop.",,,2002,149652
"Nanggroe Aceh Darussalam, Prop.",,,2001,138828
"Nanggroe Aceh Darussalam, Prop.",,,2000,
"Bali, Prop.",,,2020,
"Bali, Prop.",,,2019,
"Bali, Prop.",,,2018,34857
"Bali, Prop.",,,2017,36143
"Bali, Prop.",,,2016,46484
"Bali, Prop.",,,2015,47210
"Bali, Prop.",,,2014,44126
"Bali, Prop.",,,2013,41820
"Bali, Prop.",,,2012,48000
"Bali, Prop.",,,2011,52384
"Bali, Prop.",,,2010,68791
"Bali, Prop.",,,2009,66470
"Bali, Prop.",,,2008,69548
"Bali, Prop.",,,2007,77577
"Bali, Prop.",,,2006,120188
"Bali, Prop.",,,2005,106430
"Bali, Prop.",,,2004,89640
"Bali, Prop.",,,2003,101761
"Bali, Prop.",,,2002,84047
"Bali, Prop.",,,2001,53581
"Bali, Prop.",,,2000,
"Kepulauan Bangka-Belitung, Prop.",,,2020,
"Kepulauan Bangka-Belitung, Prop.",,,2019,
"Kepulauan Bangka-Belitung, Prop.",,,2018,26552
"Kepulauan Bangka-Belitung, Prop.",,,2017,26399
"Kepulauan Bangka-Belitung, Prop.",,,2016,18343
"Kepulauan Bangka-Belitung, Prop.",,,2015,41893
"Kepulauan Bangka-Belitung, Prop.",,,2014,32736
"Kepulauan Bangka-Belitung, Prop.",,,2013,22657
"Kepulauan Bangka-Belitung, Prop.",,,2012,20612
"Kepulauan Bangka-Belitung, Prop.",,,2011,22064
"Kepulauan Bangka-Belitung, Prop.",,,2010,34927
"Kepulauan Bangka-Belitung, Prop.",,,2009,33126
"Kepulauan Bangka-Belitung, Prop.",,,2008,31421
"Kepulauan Bangka-Belitung, Prop.",,,2007,32956
"Kepulauan Bangka-Belitung, Prop.",,,2006,42210
"Kepulauan Bangka-Belitung, Prop.",,,2005,33495
"Kepulauan Bangka-Belitung, Prop.",,,2004,33960
"Kepulauan Bangka-Belitung, Prop.",,,2003,33007
"Kepulauan Bangka-Belitung, Prop.",,,2002,22142
"Kepulauan Bangka-Belitung, Prop.",,,2001,30384
"Kepulauan Bangka-Belitung, Prop.",,,2000,
"Bengkulu, Prop.",,,2020,
"Bengkulu, Prop.",,,2019,
"Bengkulu, Prop.",,,2018,35061
"Bengkulu, Prop.",,,2017,36279
"Bengkulu, Prop.",,,2016,32942
"Bengkulu, Prop.",,,2015,46690
"Bengkulu, Prop.",,,2014,31260
"Bengkulu, Prop.",,,2013,40185
"Bengkulu, Prop.",,,2012,31777
"Bengkulu, Prop.",,,2011,21215
"Bengkulu, Prop.",,,2010,39285
"Bengkulu, Prop.",,,2009,42141
"Bengkulu, Prop.",,,2008,39719
"Bengkulu, Prop.",,,2007,37681
"Bengkulu, Prop.",,,2006,48993
"Bengkulu, Prop.",,,2005,71360
"Bengkulu, Prop.",,,2004,48312
"Bengkulu, Prop.",,,2003,61751
"Bengkulu, Prop.",,,2002,51636
"Bengkulu, Prop.",,,2001,43772
"Bengkulu, Prop.",,,2000,
"Gorontalo, Prop.",,,2020,
"Gorontalo, Prop.",,,2019,
"Gorontalo, Prop.",,,2018,23347
"Gorontalo, Prop.",,,2017,23450
"Gorontalo, Prop.",,,2016,15528
"Gorontalo, Prop.",,,2015,24101
"Gorontalo, Prop.",,,2014,20919
"Gorontalo, Prop.",,,2013,19883
"Gorontalo, Prop.",,,2012,21293
"Gorontalo, Prop.",,,2011,19817
"Gorontalo, Prop.",,,2010,23573
"Gorontalo, Prop.",,,2009,26351
"Gorontalo, Prop.",,,2008,24258
"Gorontalo, Prop.",,,2007,27973
"Gorontalo, Prop.",,,2006,30039
"Gorontalo, Prop.",,,2005,53223
"Gorontalo, Prop.",,,2004,45360
"Gorontalo, Prop.",,,2003,36414
"Gorontalo, Prop.",,,2002,43392
"Gorontalo, Prop.",,,2001,27576
"Gorontalo, Prop.",,,2000,
"Papua Barat, Prop.",,,2020,
"Papua Barat, Prop.",,,2019,
"Papua Barat, Prop.",,,2018,28086
"Papua Barat, Prop.",,,2017,27952
"Papua Barat, Prop.",,,2016,32457
"Papua Barat, Prop.",,,2015,33409
"Papua Barat, Prop.",,,2014,19988
"Papua Barat, Prop.",,,2013,16554
"Papua Barat, Prop.",,,2012,19790
"Papua Barat, Prop.",,,2011,33031
"Papua Barat, Prop.",,,2010,26341
"Papua Barat, Prop.",,,2009,26626
"Papua Barat, Prop.",,,2008,26189
"Papua Barat, Prop.",,,2007,28029
"Papua Barat, Prop.",,,2006,31770
"Papua Barat, Prop.",,,2005,40300
"Papua Barat, Prop.",,,2004,29142
"Papua Barat, Prop.",,,2003,17760
"Papua Barat, Prop.",,,2002,21578
"Papua Barat, Prop.",,,2001,18828
"Papua Barat, Prop.",,,2000,
"Jambi, Prop.",,,2020,
"Jambi, Prop.",,,2019,
"Jambi, Prop.",,,2018,69281
"Jambi, Prop.",,,2017,66816
"Jambi, Prop.",,,2016,67671
"Jambi, Prop.",,,2015,70349
"Jambi, Prop.",,,2014,79784
"Jambi, Prop.",,,2013,69760
"Jambi, Prop.",,,2012,47019
"Jambi, Prop.",,,2011,60169
"Jambi, Prop.",,,2010,83278
"Jambi, Prop.",,,2009,73904
"Jambi, Prop.",,,2008,66371
"Jambi, Prop.",,,2007,76090
"Jambi, Prop.",,,2006,78264
"Jambi, Prop.",,,2005,133964
"Jambi, Prop.",,,2004,73108
"Jambi, Prop.",,,2003,76659
"Jambi, Prop.",,,2002,67092
"Jambi, Prop.",,,2001,60240
"Jambi, Prop.",,,2000,
"Jawa Timur, Prop.",,,2020,
"Jawa Timur, Prop.",,,2019,
"Jawa Timur, Prop.",,,2018,850474
"Jawa Timur, Prop.",,,2017,838496
"Jawa Timur, Prop.",,,2016,839283
"Jawa Timur, Prop.",,,2015,906904
"Jawa Timur, Prop.",,,2014,843490
"Jawa Timur, Prop.",,,2013,878543
"Jawa Timur, Prop.",,,2012,826798
"Jawa Timur, Prop.",,,2011,821546
"Jawa Timur, Prop.",,,2010,828943
"Jawa Timur, Prop.",,,2009,1033512
"Jawa Timur, Prop.",,,2008,1296313
"Jawa Timur, Prop.",,,2007,1366503
"Jawa Timur, Prop.",,,2006,1575299
"Jawa Timur, Prop.",,,2005,1646056
"Jawa Timur, Prop.",,,2004,1447263
"Jawa Timur, Prop.",,,2003,1642881
"Jawa Timur, Prop.",,,2002,1168461
"Jawa Timur, Prop.",,,2001,1176928
"Jawa Timur, Prop.",,,2000,
"DKI Jakarta, Prop.",,,2020,
"DKI Jakarta, Prop.",,,2019,
"DKI Jakarta, Prop.",,,2018,315919
"DKI Jakarta, Prop.",,,2017,346945
"DKI Jakarta, Prop.",,,2016,317007
"DKI Jakarta, Prop.",,,2015,368190
"DKI Jakarta, Prop.",,,2014,429110
"DKI Jakarta, Prop.",,,2013,440704
"DKI Jakarta, Prop.",,,2012,508440
"DKI Jakarta, Prop.",,,2011,555408
"DKI Jakarta, Prop.",,,2010,582843
"DKI Jakarta, Prop.",,,2009,569337
"DKI Jakarta, Prop.",,,2008,580511
"DKI Jakarta, Prop.",,,2007,552380
"DKI Jakarta, Prop.",,,2006,490761
"DKI Jakarta, Prop.",,,2005,652645
"DKI Jakarta, Prop.",,,2004,602741
"DKI Jakarta, Prop.",,,2003,589682
"DKI Jakarta, Prop.",,,2002,549356
"DKI Jakarta, Prop.",,,2001,605924
"DKI Jakarta, Prop.",,,2000,
"Jawa Barat, Prop.",,,2020,
"Jawa Barat, Prop.",,,2019,
"Jawa Barat, Prop.",,,2018,1851759
"Jawa Barat, Prop.",,,2017,1839428
"Jawa Barat, Prop.",,,2016,1873861
"Jawa Barat, Prop.",,,2015,1794874
"Jawa Barat, Prop.",,,2014,1775196
"Jawa Barat, Prop.",,,2013,1888667
"Jawa Barat, Prop.",,,2012,1851123
"Jawa Barat, Prop.",,,2011,1901843
"Jawa Barat, Prop.",,,2010,1951391
"Jawa Barat, Prop.",,,2009,2079830
"Jawa Barat, Prop.",,,2008,2263584
"Jawa Barat, Prop.",,,2007,2386214
"Jawa Barat, Prop.",,,2006,2561525
"Jawa Barat, Prop.",,,2005,2692226
"Jawa Barat, Prop.",,,2004,2319715
"Jawa Barat, Prop.",,,2003,2047851
"Jawa Barat, Prop.",,,2002,2191531
"Jawa Barat, Prop.",,,2001,1931010
"Jawa Barat, Prop.",,,2000,
"Jawa Tengah, Prop.",,,2020,
"Jawa Tengah, Prop.",,,2019,
"Jawa Tengah, Prop.",,,2018,817942
"Jawa Tengah, Prop.",,,2017,823938
"Jawa Tengah, Prop.",,,2016,801330
"Jawa Tengah, Prop.",,,2015,863783
"Jawa Tengah, Prop.",,,2014,996344
"Jawa Tengah, Prop.",,,2013,1054062
"Jawa Tengah, Prop.",,,2012,981419
"Jawa Tengah, Prop.",,,2011,1002662
"Jawa Tengah, Prop.",,,2010,1046883
"Jawa Tengah, Prop.",,,2009,1252267
"Jawa Tengah, Prop.",,,2008,1227308
"Jawa Tengah, Prop.",,,2007,1360219
"Jawa Tengah, Prop.",,,2006,1356909
"Jawa Tengah, Prop.",,,2005,1641569
"Jawa Tengah, Prop.",,,2004,1299220
"Jawa Tengah, Prop.",,,2003,1154080
"Jawa Tengah, Prop.",,,2002,1081694
"Jawa Tengah, Prop.",,,2001,991047
"Jawa Tengah, Prop.",,,2000,
"Kalimantan Barat, Prop.",,,2020,
"Kalimantan Barat, Prop.",,,2019,
"Kalimantan Barat, Prop.",,,2018,104518
"Kalimantan Barat, Prop.",,,2017,105061
"Kalimantan Barat, Prop.",,,2016,100935
"Kalimantan Barat, Prop.",,,2015,121337
"Kalimantan Barat, Prop.",,,2014,93719
"Kalimantan Barat, Prop.",,,2013,90395
"Kalimantan Barat, Prop.",,,2012,79756
"Kalimantan Barat, Prop.",,,2011,86623
"Kalimantan Barat, Prop.",,,2010,101620
"Kalimantan Barat, Prop.",,,2009,119684
"Kalimantan Barat, Prop.",,,2008,116782
"Kalimantan Barat, Prop.",,,2007,138796
"Kalimantan Barat, Prop.",,,2006,182198
"Kalimantan Barat, Prop.",,,2005,164526
"Kalimantan Barat, Prop.",,,2004,153464
"Kalimantan Barat, Prop.",,,2003,134982
"Kalimantan Barat, Prop.",,,2002,176485
"Kalimantan Barat, Prop.",,,2001,84756
"Kalimantan Barat, Prop.",,,2000,
"Kalimantan Timur, Prop.",,,2020,
"Kalimantan Timur, Prop.",,,2019,
"Kalimantan Timur, Prop.",,,2018,114313
"Kalimantan Timur, Prop.",,,2017,114289
"Kalimantan Timur, Prop.",,,2016,136653
"Kalimantan Timur, Prop.",,,2015,115534
"Kalimantan Timur, Prop.",,,2014,133663
"Kalimantan Timur, Prop.",,,2013,138465
"Kalimantan Timur, Prop.",,,2012,157650
"Kalimantan Timur, Prop.",,,2011,173693
"Kalimantan Timur, Prop.",,,2010,166557
"Kalimantan Timur, Prop.",,,2009,158224
"Kalimantan Timur, Prop.",,,2008,157376
"Kalimantan Timur, Prop.",,,2007,149796
"Kalimantan Timur, Prop.",,,2006,177997
"Kalimantan Timur, Prop.",,,2005,135590
"Kalimantan Timur, Prop.",,,2004,120715
"Kalimantan Timur, Prop.",,,2003,118421
"Kalimantan Timur, Prop.",,,2002,135193
"Kalimantan Timur, Prop.",,,2001,76115
"Kalimantan Timur, Prop.",,,2000,
"Kepulauan Riau, Prop.",,,2020,
"Kepulauan Riau, Prop.",,,2019,
"Kepulauan Riau, Prop.",,,2018,69113
"Kepulauan Riau, Prop.",,,2017,69160
"Kepulauan Riau, Prop.",,,2016,71622
"Kepulauan Riau, Prop.",,,2015,55318
"Kepulauan Riau, Prop.",,,2014,58759
"Kepulauan Riau, Prop.",,,2013,48077
"Kepulauan Riau, Prop.",,,2012,41598
"Kepulauan Riau, Prop.",,,2011,66173
"Kepulauan Riau, Prop.",,,2010,57049
"Kepulauan Riau, Prop.",,,2009,55313
"Kepulauan Riau, Prop.",,,2008,53333
"Kepulauan Riau, Prop.",,,2007,53077
"Kepulauan Riau, Prop.",,,2006,71914
"Kepulauan Riau, Prop.",,,2005,53739
"Kepulauan Riau, Prop.",,,2004,36274
"Kepulauan Riau, Prop.",,,2003,36816
"Kepulauan Riau, Prop.",,,2002,30003
"Kepulauan Riau, Prop.",,,2001,3812
"Kepulauan Riau, Prop.",,,2000,
"Kalimantan Selatan, Prop.",,,2020,
"Kalimantan Selatan, Prop.",,,2019,
"Kalimantan Selatan, Prop.",,,2018,95278
"Kalimantan Selatan, Prop.",,,2017,98956
"Kalimantan Selatan, Prop.",,,2016,113296
"Kalimantan Selatan, Prop.",,,2015,97748
"Kalimantan Selatan, Prop.",,,2014,73767
"Kalimantan Selatan, Prop.",,,2013,69537
"Kalimantan Selatan, Prop.",,,2012,99679
"Kalimantan Selatan, Prop.",,,2011,100755
"Kalimantan Selatan, Prop.",,,2010,96674
"Kalimantan Selatan, Prop.",,,2009,115812
"Kalimantan Selatan, Prop.",,,2008,110081
"Kalimantan Selatan, Prop.",,,2007,131935
"Kalimantan Selatan, Prop.",,,2006,144765
"Kalimantan Selatan, Prop.",,,2005,116634
"Kalimantan Selatan, Prop.",,,2004,99975
"Kalimantan Selatan, Prop.",,,2003,124273
"Kalimantan Selatan, Prop.",,,2002,147193
"Kalimantan Selatan, Prop.",,,2001,87882
"Kalimantan Selatan, Prop.",,,2000,
"Kalimantan Tengah, Prop.",,,2020,
"Kalimantan Tengah, Prop.",,,2019,
"Kalimantan Tengah, Prop.",,,2018,54555
"Kalimantan Tengah, Prop.",,,2017,53962
"Kalimantan Tengah, Prop.",,,2016,63238
"Kalimantan Tengah, Prop.",,,2015,57780
"Kalimantan Tengah, Prop.",,,2014,38682
"Kalimantan Tengah, Prop.",,,2013,34817
"Kalimantan Tengah, Prop.",,,2012,35655
"Kalimantan Tengah, Prop.",,,2011,28886
"Kalimantan Tengah, Prop.",,,2010,44153
"Kalimantan Tengah, Prop.",,,2009,48435
"Kalimantan Tengah, Prop.",,,2008,47247
"Kalimantan Tengah, Prop.",,,2007,52015
"Kalimantan Tengah, Prop.",,,2006,67631
"Kalimantan Tengah, Prop.",,,2005,46873
"Kalimantan Tengah, Prop.",,,2004,48168
"Kalimantan Tengah, Prop.",,,2003,70351
"Kalimantan Tengah, Prop.",,,2002,57625
"Kalimantan Tengah, Prop.",,,2001,51008
"Kalimantan Tengah, Prop.",,,2000,
"Kalimantan Utara, Prop.",,,2020,
"Kalimantan Utara, Prop.",,,2019,
"Kalimantan Utara, Prop.",,,2018,17797
"Kalimantan Utara, Prop.",,,2017,18315
"Kalimantan Utara, Prop.",,,2016,15099
"Kalimantan Utara, Prop.",,,2015,16079
"Kalimantan Utara, Prop.",,,2014,
"Kalimantan Utara, Prop.",,,2013,
"Kalimantan Utara, Prop.",,,2012,
"Kalimantan Utara, Prop.",,,2011,
"Kalimantan Utara, Prop.",,,2010,
"Kalimantan Utara, Prop.",,,2009,
"Kalimantan Utara, Prop.",,,2008,
"Kalimantan Utara, Prop.",,,2007,
"Kalimantan Utara, Prop.",,,2006,
"Kalimantan Utara, Prop.",,,2005,
"Kalimantan Utara, Prop.",,,2004,
"Kalimantan Utara, Prop.",,,2003,
"Kalimantan Utara, Prop.",,,2002,
"Kalimantan Utara, Prop.",,,2001,
"Kalimantan Utara, Prop.",,,2000,
"Lampung, Prop.",,,2020,
"Lampung, Prop.",,,2019,
"Lampung, Prop.",,,2018,172334
"Lampung, Prop.",,,2017,176257
"Lampung, Prop.",,,2016,190347
"Lampung, Prop.",,,2015,196850
"Lampung, Prop.",,,2014,184778
"Lampung, Prop.",,,2013,209482
"Lampung, Prop.",,,2012,191144
"Lampung, Prop.",,,2011,213765
"Lampung, Prop.",,,2010,220619
"Lampung, Prop.",,,2009,239980
"Lampung, Prop.",,,2008,255217
"Lampung, Prop.",,,2007,269132
"Lampung, Prop.",,,2006,307689
"Lampung, Prop.",,,2005,286891
"Lampung, Prop.",,,2004,249690
"Lampung, Prop.",,,2003,307130
"Lampung, Prop.",,,2002,275253
"Lampung, Prop.",,,2001,205190
"Lampung, Prop.",,,2000,
"Maluku, Prop.",,,2020,
"Maluku, Prop.",,,2019,
"Maluku, Prop.",,,2018,54891
"Maluku, Prop.",,,2017,65735
"Maluku, Prop.",,,2016,52363
"Maluku, Prop.",,,2015,72196
"Maluku, Prop.",,,2014,70653
"Maluku, Prop.",,,2013,66292
"Maluku, Prop.",,,2012,51238
"Maluku, Prop.",,,2011,51781
"Maluku, Prop.",,,2010,64909
"Maluku, Prop.",,,2009,63015
"Maluku, Prop.",,,2008,59684
"Maluku, Prop.",,,2007,67421
"Maluku, Prop.",,,2006,71854
"Maluku, Prop.",,,2005,72262
"Maluku, Prop.",,,2004,58986
"Maluku, Prop.",,,2003,63706
"Maluku, Prop.",,,2002,39108
"Maluku, Prop.",,,2001,57361
"Maluku, Prop.",,,2000,
"Maluku Utara, Prop.",,,2020,
"Maluku Utara, Prop.",,,2019,
"Maluku Utara, Prop.",,,2018,25831
"Maluku Utara, Prop.",,,2017,27516
"Maluku Utara, Prop.",,,2016,21047
"Maluku Utara, Prop.",,,2015,31058
"Maluku Utara, Prop.",,,2014,25487
"Maluku Utara, Prop.",,,2013,17987
"Maluku Utara, Prop.",,,2012,22721
"Maluku Utara, Prop.",,,2011,25734
"Maluku Utara, Prop.",,,2010,26397
"Maluku Utara, Prop.",,,2009,28564
"Maluku Utara, Prop.",,,2008,27323
"Maluku Utara, Prop.",,,2007,23983
"Maluku Utara, Prop.",,,2006,28837
"Maluku Utara, Prop.",,,2005,53135
"Maluku Utara, Prop.",,,2004,28623
"Maluku Utara, Prop.",,,2003,28275
"Maluku Utara, Prop.",,,2002,48909
"Maluku Utara, Prop.",,,2001,32384
"Maluku Utara, Prop.",,,2000,
"Nusa Tenggara Barat, Prop.",,,2020,
"Nusa Tenggara Barat, Prop.",,,2019,
"Nusa Tenggara Barat, Prop.",,,2018,83257
"Nusa Tenggara Barat, Prop.",,,2017,79449
"Nusa Tenggara Barat, Prop.",,,2016,97021
"Nusa Tenggara Barat, Prop.",,,2015,128376
"Nusa Tenggara Barat, Prop.",,,2014,127710
"Nusa Tenggara Barat, Prop.",,,2013,113720
"Nusa Tenggara Barat, Prop.",,,2012,110721
"Nusa Tenggara Barat, Prop.",,,2011,110542
"Nusa Tenggara Barat, Prop.",,,2010,119143
"Nusa Tenggara Barat, Prop.",,,2009,131258
"Nusa Tenggara Barat, Prop.",,,2008,124300
"Nusa Tenggara Barat, Prop.",,,2007,135264
"Nusa Tenggara Barat, Prop.",,,2006,186259
"Nusa Tenggara Barat, Prop.",,,2005,204679
"Nusa Tenggara Barat, Prop.",,,2004,149156
"Nusa Tenggara Barat, Prop.",,,2003,133143
"Nusa Tenggara Barat, Prop.",,,2002,139354
"Nusa Tenggara Barat, Prop.",,,2001,107828
"Nusa Tenggara Barat, Prop.",,,2000,
"Nusa Tenggara Timur, Prop.",,,2020,
"Nusa Tenggara Timur, Prop.",,,2019,
"Nusa Tenggara Timur, Prop.",,,2018,74825
"Nusa Tenggara Timur, Prop.",,,2017,78548
"Nusa Tenggara Timur, Prop.",,,2016,76580
"Nusa Tenggara Timur, Prop.",,,2015,88446
"Nusa Tenggara Timur, Prop.",,,2014,73210
"Nusa Tenggara Timur, Prop.",,,2013,70664
"Nusa Tenggara Timur, Prop.",,,2012,66875
"Nusa Tenggara Timur, Prop.",,,2011,57999
"Nusa Tenggara Timur, Prop.",,,2010,71152
"Nusa Tenggara Timur, Prop.",,,2009,89395
"Nusa Tenggara Timur, Prop.",,,2008,80814
"Nusa Tenggara Timur, Prop.",,,2007,77725
"Nusa Tenggara Timur, Prop.",,,2006,74744
"Nusa Tenggara Timur, Prop.",,,2005,99250
"Nusa Tenggara Timur, Prop.",,,2004,91722
"Nusa Tenggara Timur, Prop.",,,2003,79764
"Nusa Tenggara Timur, Prop.",,,2002,84181
"Nusa Tenggara Timur, Prop.",,,2001,82544
"Nusa Tenggara Timur, Prop.",,,2000,
"Papua, Prop.",,,2020,
"Papua, Prop.",,,2019,
"Papua, Prop.",,,2018,59064
"Papua, Prop.",,,2017,63770
"Papua, Prop.",,,2016,57677
"Papua, Prop.",,,2015,69465
"Papua, Prop.",,,2014,57676
"Papua, Prop.",,,2013,50809
"Papua, Prop.",,,2012,56822
"Papua, Prop.",,,2011,60501
"Papua, Prop.",,,2010,53631
"Papua, Prop.",,,2009,46008
"Papua, Prop.",,,2008,47191
"Papua, Prop.",,,2007,49674
"Papua, Prop.",,,2006,52735
"Papua, Prop.",,,2005,56382
"Papua, Prop.",,,2004,70290
"Papua, Prop.",,,2003,54275
"Papua, Prop.",,,2002,46898
"Papua, Prop.",,,2001,42232
"Papua, Prop.",,,2000,
"Riau, Prop.",,,2020,
"Riau, Prop.",,,2019,
"Riau, Prop.",,,2018,195720
"Riau, Prop.",,,2017,184564
"Riau, Prop.",,,2016,222006
"Riau, Prop.",,,2015,217053
"Riau, Prop.",,,2014,176762
"Riau, Prop.",,,2013,143817
"Riau, Prop.",,,2012,108447
"Riau, Prop.",,,2011,136222
"Riau, Prop.",,,2010,207247
"Riau, Prop.",,,2009,193505
"Riau, Prop.",,,2008,183522
"Riau, Prop.",,,2007,207138
"Riau, Prop.",,,2006,202387
"Riau, Prop.",,,2005,248525
"Riau, Prop.",,,2004,302281
"Riau, Prop.",,,2003,194700
"Riau, Prop.",,,2002,185154
"Riau, Prop.",,,2001,125796
"Riau, Prop.",,,2000,
"Sumatera Barat, Prop.",,,2020,
"Sumatera Barat, Prop.",,,2019,
"Sumatera Barat, Prop.",,,2018,141680
"Sumatera Barat, Prop.",,,2017,138703
"Sumatera Barat, Prop.",,,2016,125903
"Sumatera Barat, Prop.",,,2015,161564
"Sumatera Barat, Prop.",,,2014,151657
"Sumatera Barat, Prop.",,,2013,155578
"Sumatera Barat, Prop.",,,2012,147903
"Sumatera Barat, Prop.",,,2011,142788
"Sumatera Barat, Prop.",,,2010,152586
"Sumatera Barat, Prop.",,,2009,173080
"Sumatera Barat, Prop.",,,2008,171134
"Sumatera Barat, Prop.",,,2007,217305
"Sumatera Barat, Prop.",,,2006,243525
"Sumatera Barat, Prop.",,,2005,264307
"Sumatera Barat, Prop.",,,2004,258224
"Sumatera Barat, Prop.",,,2003,205906
"Sumatera Barat, Prop.",,,2002,182148
"Sumatera Barat, Prop.",,,2001,163398
"Sumatera Barat, Prop.",,,2000,
"Sulawesi Selatan, Prop.",,,2020,
"Sulawesi Selatan, Prop.",,,2019,
"Sulawesi Selatan, Prop.",,,2018,213486
"Sulawesi Selatan, Prop.",,,2017,213695
"Sulawesi Selatan, Prop.",,,2016,186291
"Sulawesi Selatan, Prop.",,,2015,220636
"Sulawesi Selatan, Prop.",,,2014,188765
"Sulawesi Selatan, Prop.",,,2013,181634
"Sulawesi Selatan, Prop.",,,2012,219131
"Sulawesi Selatan, Prop.",,,2011,236926
"Sulawesi Selatan, Prop.",,,2010,298952
"Sulawesi Selatan, Prop.",,,2009,314664
"Sulawesi Selatan, Prop.",,,2008,311768
"Sulawesi Selatan, Prop.",,,2007,372714
"Sulawesi Selatan, Prop.",,,2006,400688
"Sulawesi Selatan, Prop.",,,2005,546661
"Sulawesi Selatan, Prop.",,,2004,571336
"Sulawesi Selatan, Prop.",,,2003,614541
"Sulawesi Selatan, Prop.",,,2002,419280
"Sulawesi Selatan, Prop.",,,2001,332551
"Sulawesi Selatan, Prop.",,,2000,
"Sulawesi Tenggara, Prop.",,,2020,
"Sulawesi Tenggara, Prop.",,,2019,
"Sulawesi Tenggara, Prop.",,,2018,40724
"Sulawesi Tenggara, Prop.",,,2017,39631
"Sulawesi Tenggara, Prop.",,,2016,34076
"Sulawesi Tenggara, Prop.",,,2015,63129
"Sulawesi Tenggara, Prop.",,,2014,48090
"Sulawesi Tenggara, Prop.",,,2013,45716
"Sulawesi Tenggara, Prop.",,,2012,42820
"Sulawesi Tenggara, Prop.",,,2011,32451
"Sulawesi Tenggara, Prop.",,,2010,48221
"Sulawesi Tenggara, Prop.",,,2009,47319
"Sulawesi Tenggara, Prop.",,,2008,56138
"Sulawesi Tenggara, Prop.",,,2007,61162
"Sulawesi Tenggara, Prop.",,,2006,89441
"Sulawesi Tenggara, Prop.",,,2005,104718
"Sulawesi Tenggara, Prop.",,,2004,85455
"Sulawesi Tenggara, Prop.",,,2003,96078
"Sulawesi Tenggara, Prop.",,,2002,72006
"Sulawesi Tenggara, Prop.",,,2001,64532
"Sulawesi Tenggara, Prop.",,,2000,
"Sumatera Selatan, Prop.",,,2020,
"Sumatera Selatan, Prop.",,,2019,
"Sumatera Selatan, Prop.",,,2018,176260
"Sumatera Selatan, Prop.",,,2017,181135
"Sumatera Selatan, Prop.",,,2016,180157
"Sumatera Selatan, Prop.",,,2015,238921
"Sumatera Selatan, Prop.",,,2014,192868
"Sumatera Selatan, Prop.",,,2013,179249
"Sumatera Selatan, Prop.",,,2012,212532
"Sumatera Selatan, Prop.",,,2011,217569
"Sumatera Selatan, Prop.",,,2010,243851
"Sumatera Selatan, Prop.",,,2009,263471
"Sumatera Selatan, Prop.",,,2008,280657
"Sumatera Selatan, Prop.",,,2007,314814
"Sumatera Selatan, Prop.",,,2006,310851
"Sumatera Selatan, Prop.",,,2005,429113
"Sumatera Selatan, Prop.",,,2004,282255
"Sumatera Selatan, Prop.",,,2003,314040
"Sumatera Selatan, Prop.",,,2002,278586
"Sumatera Selatan, Prop.",,,2001,207948
"Sumatera Selatan, Prop.",,,2000,
"Sulawesi Barat, Prop.",,,2020,
"Sulawesi Barat, Prop.",,,2019,
"Sulawesi Barat, Prop.",,,2018,20227
"Sulawesi Barat, Prop.",,,2017,19744
"Sulawesi Barat, Prop.",,,2016,21489
"Sulawesi Barat, Prop.",,,2015,20644
"Sulawesi Barat, Prop.",,,2014,12649
"Sulawesi Barat, Prop.",,,2013,13136
"Sulawesi Barat, Prop.",,,2012,12677
"Sulawesi Barat, Prop.",,,2011,15583
"Sulawesi Barat, Prop.",,,2010,17304
"Sulawesi Barat, Prop.",,,2009,23064
"Sulawesi Barat, Prop.",,,2008,22650
"Sulawesi Barat, Prop.",,,2007,25634
"Sulawesi Barat, Prop.",,,2006,27820
"Sulawesi Barat, Prop.",,,2005,34723
"Sulawesi Barat, Prop.",,,2004,31884
"Sulawesi Barat, Prop.",,,2003,37907
"Sulawesi Barat, Prop.",,,2002,12755
"Sulawesi Barat, Prop.",,,2001,15542
"Sulawesi Barat, Prop.",,,2000,
"Sulawesi Tengah, Prop.",,,2020,
"Sulawesi Tengah, Prop.",,,2019,
"Sulawesi Tengah, Prop.",,,2018,51481
"Sulawesi Tengah, Prop.",,,2017,54369
