countryName,countryCode,iso3Code,year,unemployedTotal
"Kepulauan Anambas, Kab.",,,2012,706
"Kepulauan Anambas, Kab.",,,2011,1106
"Kepulauan Anambas, Kab.",,,2010,849
"Kepulauan Anambas, Kab.",,,2009,
"Kepulauan Anambas, Kab.",,,2008,
"Kepulauan Anambas, Kab.",,,2007,
"Kepulauan Anambas, Kab.",,,2006,
"Kepulauan Anambas, Kab.",,,2005,
"Kepulauan Anambas, Kab.",,,2004,
"Kepulauan Anambas, Kab.",,,2003,
"Kepulauan Anambas, Kab.",,,2002,
"Kepulauan Anambas, Kab.",,,2001,
"Kepulauan Anambas, Kab.",,,2000,
"Lingga, Kab.",,,2020,1506
"Lingga, Kab.",,,2019,1521
"Lingga, Kab.",,,2018,1570
"Lingga, Kab.",,,2017,1316
"Lingga, Kab.",,,2016,
"Lingga, Kab.",,,2015,1574
"Lingga, Kab.",,,2014,1551
"Lingga, Kab.",,,2013,1009
"Lingga, Kab.",,,2012,1352
"Lingga, Kab.",,,2011,1481
"Lingga, Kab.",,,2010,2886
"Lingga, Kab.",,,2009,2385
"Lingga, Kab.",,,2008,2898
"Lingga, Kab.",,,2007,2947
"Lingga, Kab.",,,2006,
"Lingga, Kab.",,,2005,
"Lingga, Kab.",,,2004,
"Lingga, Kab.",,,2003,
"Lingga, Kab.",,,2002,
"Lingga, Kab.",,,2001,
"Lingga, Kab.",,,2000,
"Natuna, Kab.",,,2020,1202
"Natuna, Kab.",,,2019,872
"Natuna, Kab.",,,2018,1254
"Natuna, Kab.",,,2017,1503
"Natuna, Kab.",,,2016,
"Natuna, Kab.",,,2015,3397
"Natuna, Kab.",,,2014,2485
"Natuna, Kab.",,,2013,1346
"Natuna, Kab.",,,2012,2007
"Natuna, Kab.",,,2011,2141
"Natuna, Kab.",,,2010,2089
"Natuna, Kab.",,,2009,3632
"Natuna, Kab.",,,2008,1868
"Natuna, Kab.",,,2007,2490
"Natuna, Kab.",,,2006,
"Natuna, Kab.",,,2005,
"Natuna, Kab.",,,2004,
"Natuna, Kab.",,,2003,
"Natuna, Kab.",,,2002,
"Natuna, Kab.",,,2001,
"Natuna, Kab.",,,2000,
"Tanjung Pinang, Kota",,,2020,8359
"Tanjung Pinang, Kota",,,2019,4411
"Tanjung Pinang, Kota",,,2018,5166
"Tanjung Pinang, Kota",,,2017,6784
"Tanjung Pinang, Kota",,,2016,
"Tanjung Pinang, Kota",,,2015,5370
"Tanjung Pinang, Kota",,,2014,6152
"Tanjung Pinang, Kota",,,2013,4036
"Tanjung Pinang, Kota",,,2012,3292
"Tanjung Pinang, Kota",,,2011,7221
"Tanjung Pinang, Kota",,,2010,6630
"Tanjung Pinang, Kota",,,2009,6360
"Tanjung Pinang, Kota",,,2008,7494
"Tanjung Pinang, Kota",,,2007,10611
"Tanjung Pinang, Kota",,,2006,
"Tanjung Pinang, Kota",,,2005,
"Tanjung Pinang, Kota",,,2004,
"Tanjung Pinang, Kota",,,2003,
"Tanjung Pinang, Kota",,,2002,
"Tanjung Pinang, Kota",,,2001,
"Tanjung Pinang, Kota",,,2000,
"Bandar Lampung, Kota",,,2020,45319
"Bandar Lampung, Kota",,,2019,30864
"Bandar Lampung, Kota",,,2018,36728
"Bandar Lampung, Kota",,,2017,38585
"Bandar Lampung, Kota",,,2016,
"Bandar Lampung, Kota",,,2015,37874
"Bandar Lampung, Kota",,,2014,34844
"Bandar Lampung, Kota",,,2013,43231
"Bandar Lampung, Kota",,,2012,48421
"Bandar Lampung, Kota",,,2011,47825
"Bandar Lampung, Kota",,,2010,50727
"Bandar Lampung, Kota",,,2009,46107
"Bandar Lampung, Kota",,,2008,54514
"Bandar Lampung, Kota",,,2007,72501
"Bandar Lampung, Kota",,,2006,
"Bandar Lampung, Kota",,,2005,
"Bandar Lampung, Kota",,,2004,
"Bandar Lampung, Kota",,,2003,
"Bandar Lampung, Kota",,,2002,
"Bandar Lampung, Kota",,,2001,
"Bandar Lampung, Kota",,,2000,
"Lampung Barat, Kab.",,,2020,3330
"Lampung Barat, Kab.",,,2019,2451
"Lampung Barat, Kab.",,,2018,4824
"Lampung Barat, Kab.",,,2017,1683
"Lampung Barat, Kab.",,,2016,
"Lampung Barat, Kab.",,,2015,5539
"Lampung Barat, Kab.",,,2014,5061
"Lampung Barat, Kab.",,,2013,6042
"Lampung Barat, Kab.",,,2012,5813
"Lampung Barat, Kab.",,,2011,7511
"Lampung Barat, Kab.",,,2010,14035
"Lampung Barat, Kab.",,,2009,16496
"Lampung Barat, Kab.",,,2008,6481
"Lampung Barat, Kab.",,,2007,8196
"Lampung Barat, Kab.",,,2006,
"Lampung Barat, Kab.",,,2005,
"Lampung Barat, Kab.",,,2004,
"Lampung Barat, Kab.",,,2003,
"Lampung Barat, Kab.",,,2002,
"Lampung Barat, Kab.",,,2001,
"Lampung Barat, Kab.",,,2000,
"Lampung Timur, Kab.",,,2020,12887
"Lampung Timur, Kab.",,,2019,15291
"Lampung Timur, Kab.",,,2018,19837
"Lampung Timur, Kab.",,,2017,19604
"Lampung Timur, Kab.",,,2016,
"Lampung Timur, Kab.",,,2015,22248
"Lampung Timur, Kab.",,,2014,23788
"Lampung Timur, Kab.",,,2013,25199
"Lampung Timur, Kab.",,,2012,13139
"Lampung Timur, Kab.",,,2011,19838
"Lampung Timur, Kab.",,,2010,21277
"Lampung Timur, Kab.",,,2009,25440
"Lampung Timur, Kab.",,,2008,34872
"Lampung Timur, Kab.",,,2007,28066
"Lampung Timur, Kab.",,,2006,
"Lampung Timur, Kab.",,,2005,
"Lampung Timur, Kab.",,,2004,
"Lampung Timur, Kab.",,,2003,
"Lampung Timur, Kab.",,,2002,
"Lampung Timur, Kab.",,,2001,
"Lampung Timur, Kab.",,,2000,
"Lampung Selatan, Kab.",,,2020,24472
"Lampung Selatan, Kab.",,,2019,21965
"Lampung Selatan, Kab.",,,2018,21320
"Lampung Selatan, Kab.",,,2017,22931
"Lampung Selatan, Kab.",,,2016,
"Lampung Selatan, Kab.",,,2015,22271
"Lampung Selatan, Kab.",,,2014,26618
"Lampung Selatan, Kab.",,,2013,26313
"Lampung Selatan, Kab.",,,2012,25126
"Lampung Selatan, Kab.",,,2011,25801
"Lampung Selatan, Kab.",,,2010,25239
"Lampung Selatan, Kab.",,,2009,33495
"Lampung Selatan, Kab.",,,2008,54859
"Lampung Selatan, Kab.",,,2007,48946
"Lampung Selatan, Kab.",,,2006,
"Lampung Selatan, Kab.",,,2005,
"Lampung Selatan, Kab.",,,2004,
"Lampung Selatan, Kab.",,,2003,
"Lampung Selatan, Kab.",,,2002,
"Lampung Selatan, Kab.",,,2001,
"Lampung Selatan, Kab.",,,2000,
"Lampung Tengah, Kab.",,,2020,29606
"Lampung Tengah, Kab.",,,2019,16195
"Lampung Tengah, Kab.",,,2018,17330
"Lampung Tengah, Kab.",,,2017,20344
"Lampung Tengah, Kab.",,,2016,
"Lampung Tengah, Kab.",,,2015,18599
"Lampung Tengah, Kab.",,,2014,15776
"Lampung Tengah, Kab.",,,2013,20184
"Lampung Tengah, Kab.",,,2012,16203
"Lampung Tengah, Kab.",,,2011,27580
"Lampung Tengah, Kab.",,,2010,16578
"Lampung Tengah, Kab.",,,2009,23393
"Lampung Tengah, Kab.",,,2008,27795
"Lampung Tengah, Kab.",,,2007,36575
"Lampung Tengah, Kab.",,,2006,
"Lampung Tengah, Kab.",,,2005,
"Lampung Tengah, Kab.",,,2004,
"Lampung Tengah, Kab.",,,2003,
"Lampung Tengah, Kab.",,,2002,
"Lampung Tengah, Kab.",,,2001,
"Lampung Tengah, Kab.",,,2000,
"Lampung Utara, Kab.",,,2020,15424
"Lampung Utara, Kab.",,,2019,13191
"Lampung Utara, Kab.",,,2018,14609
"Lampung Utara, Kab.",,,2017,15802
"Lampung Utara, Kab.",,,2016,
"Lampung Utara, Kab.",,,2015,21307
"Lampung Utara, Kab.",,,2014,16651
"Lampung Utara, Kab.",,,2013,19374
"Lampung Utara, Kab.",,,2012,21521
"Lampung Utara, Kab.",,,2011,18049
"Lampung Utara, Kab.",,,2010,26551
"Lampung Utara, Kab.",,,2009,27620
"Lampung Utara, Kab.",,,2008,21650
"Lampung Utara, Kab.",,,2007,19153
"Lampung Utara, Kab.",,,2006,
"Lampung Utara, Kab.",,,2005,
"Lampung Utara, Kab.",,,2004,
"Lampung Utara, Kab.",,,2003,
"Lampung Utara, Kab.",,,2002,
"Lampung Utara, Kab.",,,2001,
"Lampung Utara, Kab.",,,2000,
"Metro, Kota",,,2020,4213
"Metro, Kota",,,2019,4315
"Metro, Kota",,,2018,4723
"Metro, Kota",,,2017,3528
"Metro, Kota",,,2016,
"Metro, Kota",,,2015,3649
"Metro, Kota",,,2014,2954
"Metro, Kota",,,2013,3055
"Metro, Kota",,,2012,8291
"Metro, Kota",,,2011,9933
"Metro, Kota",,,2010,8871
"Metro, Kota",,,2009,6971
"Metro, Kota",,,2008,7846
"Metro, Kota",,,2007,10219
"Metro, Kota",,,2006,
"Metro, Kota",,,2005,
"Metro, Kota",,,2004,
"Metro, Kota",,,2003,
"Metro, Kota",,,2002,
"Metro, Kota",,,2001,
"Metro, Kota",,,2000,
"Mesuji, Kab.",,,2020,3513
"Mesuji, Kab.",,,2019,3151
"Mesuji, Kab.",,,2018,3532
"Mesuji, Kab.",,,2017,640
"Mesuji, Kab.",,,2016,
"Mesuji, Kab.",,,2015,4447
"Mesuji, Kab.",,,2014,738
"Mesuji, Kab.",,,2013,7745
"Mesuji, Kab.",,,2012,3688
"Mesuji, Kab.",,,2011,3465
"Mesuji, Kab.",,,2010,1128
"Mesuji, Kab.",,,2009,
"Mesuji, Kab.",,,2008,
"Mesuji, Kab.",,,2007,
"Mesuji, Kab.",,,2006,
"Mesuji, Kab.",,,2005,
"Mesuji, Kab.",,,2004,
"Mesuji, Kab.",,,2003,
"Mesuji, Kab.",,,2002,
"Mesuji, Kab.",,,2001,
"Mesuji, Kab.",,,2000,
"Pesisir Barat, Kab.",,,2020,1848
"Pesisir Barat, Kab.",,,2019,1883
"Pesisir Barat, Kab.",,,2018,1360
"Pesisir Barat, Kab.",,,2017,2142
"Pesisir Barat, Kab.",,,2016,
"Pesisir Barat, Kab.",,,2015,3502
"Pesisir Barat, Kab.",,,2014,
"Pesisir Barat, Kab.",,,2013,
"Pesisir Barat, Kab.",,,2012,
"Pesisir Barat, Kab.",,,2011,
"Pesisir Barat, Kab.",,,2010,
"Pesisir Barat, Kab.",,,2009,
"Pesisir Barat, Kab.",,,2008,
"Pesisir Barat, Kab.",,,2007,
"Pesisir Barat, Kab.",,,2006,
"Pesisir Barat, Kab.",,,2005,
"Pesisir Barat, Kab.",,,2004,
"Pesisir Barat, Kab.",,,2003,
"Pesisir Barat, Kab.",,,2002,
"Pesisir Barat, Kab.",,,2001,
"Pesisir Barat, Kab.",,,2000,
"Pringsewu, Kab.",,,2020,11902
"Pringsewu, Kab.",,,2019,8887
"Pringsewu, Kab.",,,2018,8148
"Pringsewu, Kab.",,,2017,8434
"Pringsewu, Kab.",,,2016,
"Pringsewu, Kab.",,,2015,6913
"Pringsewu, Kab.",,,2014,6452
"Pringsewu, Kab.",,,2013,6392
"Pringsewu, Kab.",,,2012,9882
"Pringsewu, Kab.",,,2011,10932
"Pringsewu, Kab.",,,2010,8501
"Pringsewu, Kab.",,,2009,
"Pringsewu, Kab.",,,2008,
"Pringsewu, Kab.",,,2007,
"Pringsewu, Kab.",,,2006,
"Pringsewu, Kab.",,,2005,
"Pringsewu, Kab.",,,2004,
"Pringsewu, Kab.",,,2003,
"Pringsewu, Kab.",,,2002,
"Pringsewu, Kab.",,,2001,
"Pringsewu, Kab.",,,2000,
"Pesawaran, Kab.",,,2020,10246
"Pesawaran, Kab.",,,2019,8437
"Pesawaran, Kab.",,,2018,10694
"Pesawaran, Kab.",,,2017,12119
"Pesawaran, Kab.",,,2016,
"Pesawaran, Kab.",,,2015,13544
"Pesawaran, Kab.",,,2014,16751
"Pesawaran, Kab.",,,2013,17847
"Pesawaran, Kab.",,,2012,11833
"Pesawaran, Kab.",,,2011,8155
"Pesawaran, Kab.",,,2010,11462
"Pesawaran, Kab.",,,2009,14229
"Pesawaran, Kab.",,,2008,
"Pesawaran, Kab.",,,2007,
"Pesawaran, Kab.",,,2006,
"Pesawaran, Kab.",,,2005,
"Pesawaran, Kab.",,,2004,
"Pesawaran, Kab.",,,2003,
"Pesawaran, Kab.",,,2002,
"Pesawaran, Kab.",,,2001,
"Pesawaran, Kab.",,,2000,
"Tanggamus, Kab.",,,2020,7576
"Tanggamus, Kab.",,,2019,8082
"Tanggamus, Kab.",,,2018,7199
"Tanggamus, Kab.",,,2017,14123
"Tanggamus, Kab.",,,2016,
"Tanggamus, Kab.",,,2015,16071
"Tanggamus, Kab.",,,2014,13251
"Tanggamus, Kab.",,,2013,12864
"Tanggamus, Kab.",,,2012,9035
"Tanggamus, Kab.",,,2011,13131
"Tanggamus, Kab.",,,2010,13358
"Tanggamus, Kab.",,,2009,20248
"Tanggamus, Kab.",,,2008,15885
"Tanggamus, Kab.",,,2007,16991
"Tanggamus, Kab.",,,2006,
"Tanggamus, Kab.",,,2005,
"Tanggamus, Kab.",,,2004,
"Tanggamus, Kab.",,,2003,
"Tanggamus, Kab.",,,2002,
"Tanggamus, Kab.",,,2001,
"Tanggamus, Kab.",,,2000,
"Tulang Bawang Barat, Kab.",,,2020,4448
"Tulang Bawang Barat, Kab.",,,2019,4919
"Tulang Bawang Barat, Kab.",,,2018,4082
"Tulang Bawang Barat, Kab.",,,2017,2644
"Tulang Bawang Barat, Kab.",,,2016,
"Tulang Bawang Barat, Kab.",,,2015,3399
"Tulang Bawang Barat, Kab.",,,2014,6357
"Tulang Bawang Barat, Kab.",,,2013,4511
"Tulang Bawang Barat, Kab.",,,2012,2486
"Tulang Bawang Barat, Kab.",,,2011,4296
"Tulang Bawang Barat, Kab.",,,2010,5378
"Tulang Bawang Barat, Kab.",,,2009,
"Tulang Bawang Barat, Kab.",,,2008,
"Tulang Bawang Barat, Kab.",,,2007,
"Tulang Bawang Barat, Kab.",,,2006,
"Tulang Bawang Barat, Kab.",,,2005,
"Tulang Bawang Barat, Kab.",,,2004,
"Tulang Bawang Barat, Kab.",,,2003,
"Tulang Bawang Barat, Kab.",,,2002,
"Tulang Bawang Barat, Kab.",,,2001,
"Tulang Bawang Barat, Kab.",,,2000,
"Tulang Bawang, Kab.",,,2020,9191
"Tulang Bawang, Kab.",,,2019,6892
"Tulang Bawang, Kab.",,,2018,7682
"Tulang Bawang, Kab.",,,2017,7391
"Tulang Bawang, Kab.",,,2016,
"Tulang Bawang, Kab.",,,2015,10033
"Tulang Bawang, Kab.",,,2014,8276
"Tulang Bawang, Kab.",,,2013,7994
"Tulang Bawang, Kab.",,,2012,10609
"Tulang Bawang, Kab.",,,2011,9853
"Tulang Bawang, Kab.",,,2010,9241
"Tulang Bawang, Kab.",,,2009,17144
"Tulang Bawang, Kab.",,,2008,19912
"Tulang Bawang, Kab.",,,2007,17676
"Tulang Bawang, Kab.",,,2006,
"Tulang Bawang, Kab.",,,2005,
"Tulang Bawang, Kab.",,,2004,
"Tulang Bawang, Kab.",,,2003,
"Tulang Bawang, Kab.",,,2002,
"Tulang Bawang, Kab.",,,2001,
"Tulang Bawang, Kab.",,,2000,
"Way Kanan, Kab.",,,2020,7534
"Way Kanan, Kab.",,,2019,6423
"Way Kanan, Kab.",,,2018,10266
"Way Kanan, Kab.",,,2017,6287
"Way Kanan, Kab.",,,2016,
"Way Kanan, Kab.",,,2015,7454
"Way Kanan, Kab.",,,2014,7261
"Way Kanan, Kab.",,,2013,8731
"Way Kanan, Kab.",,,2012,6696
"Way Kanan, Kab.",,,2011,7396
"Way Kanan, Kab.",,,2010,8273
"Way Kanan, Kab.",,,2009,8837
"Way Kanan, Kab.",,,2008,11403
"Way Kanan, Kab.",,,2007,10809
"Way Kanan, Kab.",,,2006,
"Way Kanan, Kab.",,,2005,
"Way Kanan, Kab.",,,2004,
"Way Kanan, Kab.",,,2003,
"Way Kanan, Kab.",,,2002,
"Way Kanan, Kab.",,,2001,
"Way Kanan, Kab.",,,2000,
"Halmahera Barat, Kab.",,,2020,1412
"Halmahera Barat, Kab.",,,2019,1399
"Halmahera Barat, Kab.",,,2018,1688
"Halmahera Barat, Kab.",,,2017,1165
"Halmahera Barat, Kab.",,,2016,
"Halmahera Barat, Kab.",,,2015,2297
"Halmahera Barat, Kab.",,,2014,2055
"Halmahera Barat, Kab.",,,2013,648
"Halmahera Barat, Kab.",,,2012,1579
"Halmahera Barat, Kab.",,,2011,1831
"Halmahera Barat, Kab.",,,2010,1059
"Halmahera Barat, Kab.",,,2009,1614
"Halmahera Barat, Kab.",,,2008,2103
"Halmahera Barat, Kab.",,,2007,1473
"Halmahera Barat, Kab.",,,2006,
"Halmahera Barat, Kab.",,,2005,
"Halmahera Barat, Kab.",,,2004,
"Halmahera Barat, Kab.",,,2003,
"Halmahera Barat, Kab.",,,2002,
"Halmahera Barat, Kab.",,,2001,
"Halmahera Barat, Kab.",,,2000,
"Halmahera Timur, Kab.",,,2020,1940
"Halmahera Timur, Kab.",,,2019,1185
"Halmahera Timur, Kab.",,,2018,1639
"Halmahera Timur, Kab.",,,2017,1877
"Halmahera Timur, Kab.",,,2016,
"Halmahera Timur, Kab.",,,2015,1646
"Halmahera Timur, Kab.",,,2014,1595
"Halmahera Timur, Kab.",,,2013,2232
"Halmahera Timur, Kab.",,,2012,2447
"Halmahera Timur, Kab.",,,2011,1550
"Halmahera Timur, Kab.",,,2010,999
"Halmahera Timur, Kab.",,,2009,1364
"Halmahera Timur, Kab.",,,2008,1510
"Halmahera Timur, Kab.",,,2007,1235
"Halmahera Timur, Kab.",,,2006,
"Halmahera Timur, Kab.",,,2005,
"Halmahera Timur, Kab.",,,2004,
"Halmahera Timur, Kab.",,,2003,
"Halmahera Timur, Kab.",,,2002,
"Halmahera Timur, Kab.",,,2001,
"Halmahera Timur, Kab.",,,2000,
"Halmahera Selatan, Kab.",,,2020,3941
"Halmahera Selatan, Kab.",,,2019,4747
"Halmahera Selatan, Kab.",,,2018,4375
"Halmahera Selatan, Kab.",,,2017,4555
"Halmahera Selatan, Kab.",,,2016,
"Halmahera Selatan, Kab.",,,2015,6047
"Halmahera Selatan, Kab.",,,2014,2096
"Halmahera Selatan, Kab.",,,2013,3959
"Halmahera Selatan, Kab.",,,2012,4517
"Halmahera Selatan, Kab.",,,2011,3920
"Halmahera Selatan, Kab.",,,2010,2771
"Halmahera Selatan, Kab.",,,2009,3585
"Halmahera Selatan, Kab.",,,2008,3326
"Halmahera Selatan, Kab.",,,2007,3602
"Halmahera Selatan, Kab.",,,2006,
"Halmahera Selatan, Kab.",,,2005,
"Halmahera Selatan, Kab.",,,2004,
"Halmahera Selatan, Kab.",,,2003,
"Halmahera Selatan, Kab.",,,2002,
"Halmahera Selatan, Kab.",,,2001,
"Halmahera Selatan, Kab.",,,2000,
"Halmahera Tengah, Kab.",,,2020,1636
"Halmahera Tengah, Kab.",,,2019,654
"Halmahera Tengah, Kab.",,,2018,1050
"Halmahera Tengah, Kab.",,,2017,818
"Halmahera Tengah, Kab.",,,2016,
"Halmahera Tengah, Kab.",,,2015,2240
"Halmahera Tengah, Kab.",,,2014,1039
"Halmahera Tengah, Kab.",,,2013,1351
"Halmahera Tengah, Kab.",,,2012,2015
"Halmahera Tengah, Kab.",,,2011,951
"Halmahera Tengah, Kab.",,,2010,1849
"Halmahera Tengah, Kab.",,,2009,1403
"Halmahera Tengah, Kab.",,,2008,640
"Halmahera Tengah, Kab.",,,2007,338
"Halmahera Tengah, Kab.",,,2006,
"Halmahera Tengah, Kab.",,,2005,
"Halmahera Tengah, Kab.",,,2004,
"Halmahera Tengah, Kab.",,,2003,
"Halmahera Tengah, Kab.",,,2002,
"Halmahera Tengah, Kab.",,,2001,
"Halmahera Tengah, Kab.",,,2000,
"Halmahera Utara, Kab.",,,2020,3209
"Halmahera Utara, Kab.",,,2019,3698
"Halmahera Utara, Kab.",,,2018,3944
"Halmahera Utara, Kab.",,,2017,3620
"Halmahera Utara, Kab.",,,2016,
"Halmahera Utara, Kab.",,,2015,4399
"Halmahera Utara, Kab.",,,2014,2911
"Halmahera Utara, Kab.",,,2013,1593
"Halmahera Utara, Kab.",,,2012,1171
"Halmahera Utara, Kab.",,,2011,3859
"Halmahera Utara, Kab.",,,2010,3283
"Halmahera Utara, Kab.",,,2009,4542
"Halmahera Utara, Kab.",,,2008,3895
"Halmahera Utara, Kab.",,,2007,3794
"Halmahera Utara, Kab.",,,2006,
"Halmahera Utara, Kab.",,,2005,
"Halmahera Utara, Kab.",,,2004,
"Halmahera Utara, Kab.",,,2003,
"Halmahera Utara, Kab.",,,2002,
"Halmahera Utara, Kab.",,,2001,
"Halmahera Utara, Kab.",,,2000,
"Kepulauan Sula, Kab.",,,2020,1499
"Kepulauan Sula, Kab.",,,2019,1360
"Kepulauan Sula, Kab.",,,2018,2263
"Kepulauan Sula, Kab.",,,2017,2286
"Kepulauan Sula, Kab.",,,2016,
"Kepulauan Sula, Kab.",,,2015,1656
"Kepulauan Sula, Kab.",,,2014,5230
"Kepulauan Sula, Kab.",,,2013,2539
"Kepulauan Sula, Kab.",,,2012,3028
"Kepulauan Sula, Kab.",,,2011,3231
"Kepulauan Sula, Kab.",,,2010,4635
"Kepulauan Sula, Kab.",,,2009,5128
"Kepulauan Sula, Kab.",,,2008,3545
"Kepulauan Sula, Kab.",,,2007,3028
"Kepulauan Sula, Kab.",,,2006,
"Kepulauan Sula, Kab.",,,2005,
"Kepulauan Sula, Kab.",,,2004,
"Kepulauan Sula, Kab.",,,2003,
"Kepulauan Sula, Kab.",,,2002,
"Kepulauan Sula, Kab.",,,2001,
"Kepulauan Sula, Kab.",,,2000,
"Pulau Morotai, Kab.",,,2020,1112
"Pulau Morotai, Kab.",,,2019,688
"Pulau Morotai, Kab.",,,2018,1588
"Pulau Morotai, Kab.",,,2017,1607
"Pulau Morotai, Kab.",,,2016,
"Pulau Morotai, Kab.",,,2015,2191
"Pulau Morotai, Kab.",,,2014,793
"Pulau Morotai, Kab.",,,2013,1017
"Pulau Morotai, Kab.",,,2012,913
"Pulau Morotai, Kab.",,,2011,1120
"Pulau Morotai, Kab.",,,2010,1810
"Pulau Morotai, Kab.",,,2009,
"Pulau Morotai, Kab.",,,2008,
"Pulau Morotai, Kab.",,,2007,
"Pulau Morotai, Kab.",,,2006,
"Pulau Morotai, Kab.",,,2005,
"Pulau Morotai, Kab.",,,2004,
"Pulau Morotai, Kab.",,,2003,
"Pulau Morotai, Kab.",,,2002,
"Pulau Morotai, Kab.",,,2001,
"Pulau Morotai, Kab.",,,2000,
"Pulau Taliabu, Kab.",,,2020,908
"Pulau Taliabu, Kab.",,,2019,589
"Pulau Taliabu, Kab.",,,2018,1344
"Pulau Taliabu, Kab.",,,2017,1549
"Pulau Taliabu, Kab.",,,2016,
"Pulau Taliabu, Kab.",,,2015,2058
"Pulau Taliabu, Kab.",,,2014,
"Pulau Taliabu, Kab.",,,2013,
"Pulau Taliabu, Kab.",,,2012,
"Pulau Taliabu, Kab.",,,2011,
"Pulau Taliabu, Kab.",,,2010,
"Pulau Taliabu, Kab.",,,2009,
"Pulau Taliabu, Kab.",,,2008,
"Pulau Taliabu, Kab.",,,2007,
"Pulau Taliabu, Kab.",,,2006,
"Pulau Taliabu, Kab.",,,2005,
"Pulau Taliabu, Kab.",,,2004,
"Pulau Taliabu, Kab.",,,2003,
"Pulau Taliabu, Kab.",,,2002,
"Pulau Taliabu, Kab.",,,2001,
"Pulau Taliabu, Kab.",,,2000,
"Ternate, Kota",,,2020,5279
"Ternate, Kota",,,2019,5597
"Ternate, Kota",,,2018,5679
"Ternate, Kota",,,2017,7538
"Ternate, Kota",,,2016,
"Ternate, Kota",,,2015,6497
"Ternate, Kota",,,2014,8147
"Ternate, Kota",,,2013,3838
"Ternate, Kota",,,2012,6260
"Ternate, Kota",,,2011,7022
"Ternate, Kota",,,2010,8652
"Ternate, Kota",,,2009,9765
"Ternate, Kota",,,2008,10360
"Ternate, Kota",,,2007,9280
"Ternate, Kota",,,2006,
"Ternate, Kota",,,2005,
"Ternate, Kota",,,2004,
"Ternate, Kota",,,2003,
"Ternate, Kota",,,2002,
"Ternate, Kota",,,2001,
"Ternate, Kota",,,2000,
"Kepulauan Tidore, Kota",,,2020,2022
"Kepulauan Tidore, Kota",,,2019,1935
"Kepulauan Tidore, Kota",,,2018,2261
"Kepulauan Tidore, Kota",,,2017,2501
"Kepulauan Tidore, Kota",,,2016,
"Kepulauan Tidore, Kota",,,2015,2027
"Kepulauan Tidore, Kota",,,2014,1621
"Kepulauan Tidore, Kota",,,2013,810
"Kepulauan Tidore, Kota",,,2012,884
"Kepulauan Tidore, Kota",,,2011,2250
"Kepulauan Tidore, Kota",,,2010,1339
"Kepulauan Tidore, Kota",,,2009,1163
"Kepulauan Tidore, Kota",,,2008,1944
"Kepulauan Tidore, Kota",,,2007,1233
"Kepulauan Tidore, Kota",,,2006,
"Kepulauan Tidore, Kota",,,2005,
"Kepulauan Tidore, Kota",,,2004,
"Kepulauan Tidore, Kota",,,2003,
"Kepulauan Tidore, Kota",,,2002,
"Kepulauan Tidore, Kota",,,2001,
"Kepulauan Tidore, Kota",,,2000,
"Ambon, Kota",,,2020,23652
"Ambon, Kota",,,2019,21618
"Ambon, Kota",,,2018,23830
"Ambon, Kota",,,2017,25064
"Ambon, Kota",,,2016,
"Ambon, Kota",,,2015,28130
"Ambon, Kota",,,2014,26637
"Ambon, Kota",,,2013,23999
"Ambon, Kota",,,2012,16645
"Ambon, Kota",,,2011,15963
"Ambon, Kota",,,2010,22738
"Ambon, Kota",,,2009,18534
"Ambon, Kota",,,2008,17403
"Ambon, Kota",,,2007,17805
"Ambon, Kota",,,2006,
"Ambon, Kota",,,2005,
"Ambon, Kota",,,2004,
"Ambon, Kota",,,2003,
"Ambon, Kota",,,2002,
"Ambon, Kota",,,2001,
"Ambon, Kota",,,2000,
"Buru Selatan, Kab.",,,2020,646
"Buru Selatan, Kab.",,,2019,596
"Buru Selatan, Kab.",,,2018,773
"Buru Selatan, Kab.",,,2017,1110
"Buru Selatan, Kab.",,,2016,
"Buru Selatan, Kab.",,,2015,2257
"Buru Selatan, Kab.",,,2014,659
"Buru Selatan, Kab.",,,2013,1228
"Buru Selatan, Kab.",,,2012,1082
"Buru Selatan, Kab.",,,2011,1222
"Buru Selatan, Kab.",,,2010,1383
"Buru Selatan, Kab.",,,2009,
"Buru Selatan, Kab.",,,2008,
"Buru Selatan, Kab.",,,2007,
"Buru Selatan, Kab.",,,2006,
"Buru Selatan, Kab.",,,2005,
"Buru Selatan, Kab.",,,2004,
"Buru Selatan, Kab.",,,2003,
"Buru Selatan, Kab.",,,2002,
"Buru Selatan, Kab.",,,2001,
"Buru Selatan, Kab.",,,2000,
"Buru, Kab.",,,2020,3779
"Buru, Kab.",,,2019,1215
"Buru, Kab.",,,2018,1612
"Buru, Kab.",,,2017,1995
"Buru, Kab.",,,2016,
"Buru, Kab.",,,2015,2808
"Buru, Kab.",,,2014,1776
"Buru, Kab.",,,2013,1501
"Buru, Kab.",,,2012,1008
"Buru, Kab.",,,2011,3334
"Buru, Kab.",,,2010,2826
"Buru, Kab.",,,2009,4357
"Buru, Kab.",,,2008,5858
"Buru, Kab.",,,2007,6133
"Buru, Kab.",,,2006,
"Buru, Kab.",,,2005,
"Buru, Kab.",,,2004,
"Buru, Kab.",,,2003,
"Buru, Kab.",,,2002,
"Buru, Kab.",,,2001,
"Buru, Kab.",,,2000,
"Kepulauan Aru, Kab.",,,2020,1249
"Kepulauan Aru, Kab.",,,2019,1594
